startdate,enddate,status,progress,duration (in seconds),finished,recordeddate,responseid,distributionchannel,userlanguage,consent,attention,competence_expert,competence_intelligent,competence_qualified,integrity_honest,integrity_ethical,integrity_sincere,benevolence_concerned,benevolence_improve,benevolence_otherinterest,openness_open,openness_transparent,openness_otherviews,impressiveness,condition,prolific_pid,trust,competence,benevolence,integrity,openness,date
2025-11-04 08:42:25,2025-11-04 08:47:46,IP Address,100,321,True,2025-11-04 08:47:47,R_37iIs9mA9FSfNw5,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,81,80,62,64,84,84,85,81,72,78,50,3,impressive,67018ddda66fca6195d1070f,74.66666666666667,78.66666666666667,83.33333333333333,70,66.66666666666667,"November 04, 2025"
2025-11-04 08:44:41,2025-11-04 08:47:52,IP Address,100,190,True,2025-11-04 08:47:52,R_1qxKZUvLj41qrwg,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,93,95,89,87,90,92,95,94,84,92,88,4,control,5c223d4a4a7e1f000137e5b9,91.08333333333333,94,93.66666666666667,88.66666666666667,88,"November 04, 2025"
2025-11-04 08:40:59,2025-11-04 08:47:59,IP Address,100,419,True,2025-11-04 08:47:59,R_7XpwdDJugQvTXWg,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,83,85,73,65,79,75,78,69,77,77,76,3,random,664521606b8ee569d8076068,76,81,74,72.33333333333333,76.66666666666667,"November 04, 2025"
2025-11-04 08:42:55,2025-11-04 08:47:59,IP Address,100,303,True,2025-11-04 08:47:59,R_7HnJMPJG9QleQ3P,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,98,90,74,78,79,79,70,68,33,61,25,4,impressive,5c0727ff1d461400012b61ee,70.41666666666667,92.66666666666667,72.33333333333333,77,39.666666666666664,"November 04, 2025"
2025-11-04 08:45:10,2025-11-04 08:48:03,IP Address,100,173,True,2025-11-04 08:48:04,R_7qy5mEEjxs5Jzrm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,80,80,80,80,80,80,80,80,80,80,1,random,5edf2043d53fce1c797d9f5d,80,80,80,80,80,"November 04, 2025"
2025-11-04 08:41:15,2025-11-04 08:48:07,IP Address,100,412,True,2025-11-04 08:48:08,R_5Js3JBKiov3yV1L,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention
",80,80,80,80,80,80,80,80,80,70,80,50,2,impressive,64a2be5c2053c3002cf8bbfc,76.66666666666667,80,80,80,66.66666666666667,"November 04, 2025"
2025-11-04 08:45:37,2025-11-04 08:48:12,IP Address,100,154,True,2025-11-04 08:48:12,R_1SrXcRsON6Jd5Dz,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,93,95,95,100,100,100,91,89,89,77,96,80,5,impressive,6570b08c58d63e7508f01281,92.08333333333333,94.33333333333333,89.66666666666667,100,84.33333333333333,"November 04, 2025"
2025-11-04 08:45:54,2025-11-04 08:48:14,IP Address,100,139,True,2025-11-04 08:48:14,R_1PmCzAyBsue7RvH,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,78,84,81,81,79,80,81,81,81,79,82,3,control,65cb586a1166caf7eb546dda,80.83333333333333,81.66666666666667,80.66666666666667,80.33333333333333,80.66666666666667,"November 04, 2025"
2025-11-04 08:40:45,2025-11-04 08:48:15,IP Address,100,450,True,2025-11-04 08:48:15,R_1pLZ5ioMHbgQydz,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,73,89,79,82,75,78,90,63,71,78,58,69,4,combination,664df977e4e6d25d66bf64cb,75.41666666666667,80.33333333333333,74.66666666666667,78.33333333333333,68.33333333333333,"November 04, 2025"
2025-11-04 08:43:10,2025-11-04 08:48:26,IP Address,100,316,True,2025-11-04 08:48:26,R_3kM5IU6T1YNY4qS,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,80,70,87,70,80,90,71,70,82,61,3,random,60e45acbc927879ccc9637c4,78.41666666666667,86.66666666666667,80.33333333333333,75.66666666666667,71,"November 04, 2025"
2025-11-04 08:47:08,2025-11-04 08:48:30,IP Address,100,81,True,2025-11-04 08:48:30,R_3BC41EPp4oBxNoR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,72,88,79,78,86,99,87,74,44,72,72,3,random,670d26896cf59f0439013716,77.16666666666667,78.33333333333333,86.66666666666667,81,62.666666666666664,"November 04, 2025"
2025-11-04 08:40:27,2025-11-04 08:48:40,IP Address,100,493,True,2025-11-04 08:48:41,R_38ZGjZGbiQ4xfCb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,100,95,95,95,95,95,95,95,95,95,95,5,combination,610d6c481ca4797b863fe3d1,95.41666666666667,96.66666666666667,95,95,95,"November 04, 2025"
2025-11-04 08:41:08,2025-11-04 08:48:47,IP Address,100,459,True,2025-11-04 08:48:48,R_7hzpM3lugxRoYBU,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,control,59e7477e3e4b5a00016aa4d2,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:46:01,2025-11-04 08:48:57,IP Address,100,175,True,2025-11-04 08:48:58,R_3GpnGBjzXHBRDtG,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,60,79,65,50,50,50,65,35,41,32,40,38,2,combination,66e2f5bef170bd666f05dc8e,50.416666666666664,68,47,50,36.666666666666664,"November 04, 2025"
2025-11-04 08:44:52,2025-11-04 08:49:01,IP Address,100,248,True,2025-11-04 08:49:01,R_11eO1nKtDYp3bK9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,100,80,75,90,75,70,70,50,20,50,30,3,impressive,677d8ca02a50ccdc47145568,65.83333333333333,86.66666666666667,63.333333333333336,80,33.333333333333336,"November 04, 2025"
2025-11-04 08:46:04,2025-11-04 08:49:01,IP Address,100,176,True,2025-11-04 08:49:01,R_6MXYF98KgeFBt61,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,70,70,70,83,78,74,75,76,68,72,71,1,random,5fd66ce8aec66457ff73d743,73.08333333333333,70,75,77,70.33333333333333,"November 04, 2025"
2025-11-04 08:41:07,2025-11-04 08:49:09,IP Address,100,482,True,2025-11-04 08:49:09,R_3Hqn8NvXQAawYoN,anonymous,EN,I give my informed consent to participate in this study.,"""I pay attention""",90,90,70,40,40,40,50,49,50,70,70,30,1,combination,643ebfff661435ecda5a3580,57.416666666666664,83.33333333333333,49.666666666666664,40,56.666666666666664,"November 04, 2025"
2025-11-04 08:45:42,2025-11-04 08:49:10,IP Address,100,207,True,2025-11-04 08:49:10,R_6K72a4q5SL7Ht0R,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,71,87,92,88,95,97,95,90,87,79,77,70,4,control,664cd2ad9890dd0635623687,85.66666666666667,83.33333333333333,90.66666666666667,93.33333333333333,75.33333333333333,"November 04, 2025"
2025-11-04 08:46:10,2025-11-04 08:49:13,IP Address,100,182,True,2025-11-04 08:49:13,R_1Fb30kt70wumamw,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,62,92,92,61,52,92,70,65,70,60,71,75,3,combination,66245f5bc8c29b85b0ecf5db,71.83333333333333,82,68.33333333333333,68.33333333333333,68.66666666666667,"November 04, 2025"
2025-11-04 08:45:54,2025-11-04 08:49:30,IP Address,100,215,True,2025-11-04 08:49:31,R_1GhfWSYWAO70Prb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,95,96,97,97,98,99,99,97,82,83,47,4,combination,636d6ce3fb3683ff33f9e514,90.33333333333333,95,98.33333333333333,97.33333333333333,70.66666666666667,"November 04, 2025"
2025-11-04 08:45:35,2025-11-04 08:49:30,IP Address,100,234,True,2025-11-04 08:49:31,R_1O99C8GtVs2KXcB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,97,100,91,97,94,98,99,93,95,75,98,74,5,impressive,664dfa7dc9b2a0473cacdd81,92.58333333333333,96,95.66666666666667,96.33333333333333,82.33333333333333,"November 04, 2025"
2025-11-04 08:41:36,2025-11-04 08:49:32,IP Address,100,475,True,2025-11-04 08:49:33,R_5EgBo8ueSMYVY2d,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,91,90,90,100,95,90,90,80,85,60,4,impressive,67378ce8d2eaeb6bda27739e,87.58333333333333,90.33333333333333,91.66666666666667,93.33333333333333,75,"November 04, 2025"
2025-11-04 08:45:47,2025-11-04 08:49:33,IP Address,100,226,True,2025-11-04 08:49:34,R_60BDkRZz3TSPP45,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,95,100,90,90,89,85,90,91,86,91,85,5,impressive,628eada3a9c9e0776884f27d,90.16666666666667,95,88.66666666666667,89.66666666666667,87.33333333333333,"November 04, 2025"
2025-11-04 08:47:23,2025-11-04 08:49:38,IP Address,100,135,True,2025-11-04 08:49:39,R_7CCow50bM6mMyLc,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,82,89,93,74,84,89,79,77,82,82,89,3,random,6361684773df215265bd139c,83.25,83.33333333333333,81.66666666666667,83.66666666666667,84.33333333333333,"November 04, 2025"
2025-11-04 08:44:13,2025-11-04 08:49:40,IP Address,100,327,True,2025-11-04 08:49:41,R_1q3fZc7qZXLxVS8,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,90,89,90,90,95,80,80,95,95,95,4,impressive,60e49d8302404edb1e133168,90.75,93.33333333333333,85,89.66666666666667,95,"November 04, 2025"
2025-11-04 08:47:35,2025-11-04 08:49:41,IP Address,100,125,True,2025-11-04 08:49:41,R_1R88BoKratHHuPB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,85,85,90,90,95,90,95,75,95,70,1,random,62a889993e01c9e01ee7066e,87.5,88.33333333333333,93.33333333333333,88.33333333333333,80,"November 04, 2025"
2025-11-04 08:45:45,2025-11-04 08:49:52,IP Address,100,247,True,2025-11-04 08:49:53,R_1DYcNjV3s3wltYt,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,90,90,90,90,90,90,90,90,90,5,impressive,5e3581ed0082f15283413024,90,90,90,90,90,"November 04, 2025"
2025-11-04 08:46:24,2025-11-04 08:49:53,IP Address,100,208,True,2025-11-04 08:49:53,R_7PcsgiJLEOXaako,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,92,93,88,88,95,82,76,71,67,75,61,3,combination,570521cfde5095001018a0c8,81.58333333333333,92,76.33333333333333,90.33333333333333,67.66666666666667,"November 04, 2025"
2025-11-04 08:48:18,2025-11-04 08:49:59,IP Address,100,101,True,2025-11-04 08:50:00,R_1jm2HsjR6Exao5X,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,97,92,100,92,93,100,100,95,100,87,96,4,combination,5f2bf7aa253520000bfc83b6,95.58333333333333,94.66666666666667,98.33333333333333,95,94.33333333333333,"November 04, 2025"
2025-11-04 08:45:45,2025-11-04 08:50:00,IP Address,100,255,True,2025-11-04 08:50:00,R_1co6v9VXfxTnBch,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,combination,5d9a825a5a1126001c5c0b4c,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:44:30,2025-11-04 08:50:01,IP Address,100,330,True,2025-11-04 08:50:01,R_1CBYdzVGxEPisWh,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,31,79,33,5,impressive,66da38dc1d5b9365584508ca,86.91666666666667,100,100,100,47.666666666666664,"November 04, 2025"
2025-11-04 08:46:04,2025-11-04 08:50:05,IP Address,100,240,True,2025-11-04 08:50:05,R_1fwwOgbsmSFkpr9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,50,49,30,50,50,50,50,50,41,31,20,4,impressive,5c6ae4c31b9d0e000190bacc,43.416666666666664,49.666666666666664,50,43.333333333333336,30.666666666666668,"November 04, 2025"
2025-11-04 08:47:22,2025-11-04 08:50:14,IP Address,100,172,True,2025-11-04 08:50:15,R_5HuQef4hyGFogw1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,80,80,80,90,95,86,80,90,80,85,71,4,impressive,5a776b5aae9a0b0001a9631d,83.08333333333333,80,85.33333333333333,88.33333333333333,78.66666666666667,"November 04, 2025"
2025-11-04 08:47:06,2025-11-04 08:50:23,IP Address,100,197,True,2025-11-04 08:50:23,R_3JrdgvpGPCUAiQB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,100,95,100,100,95,95,95,100,100,85,5,impressive,66b01097e95b0626c2cd7b5c,96.25,96.66666666666667,95,98.33333333333333,95,"November 04, 2025"
2025-11-04 08:46:15,2025-11-04 08:50:29,IP Address,100,254,True,2025-11-04 08:50:30,R_1pWzL5dCWhvbS2O,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,78,83,85,79,80,70,83,82,66,81,76,4,combination,66ace12c42d9a67100360274,78.58333333333333,80.33333333333333,78.33333333333333,81.33333333333333,74.33333333333333,"November 04, 2025"
2025-11-04 08:41:11,2025-11-04 08:50:31,IP Address,100,560,True,2025-11-04 08:50:31,R_7yskArcbr04GHsb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,95,94,93,92,90,88,90,91,90,88,86,5,combination,65c113a22ace1dacd58ce108,90.25,91.66666666666667,89.66666666666667,91.66666666666667,88,"November 04, 2025"
2025-11-04 08:46:56,2025-11-04 08:50:33,IP Address,100,217,True,2025-11-04 08:50:34,R_3EiAn65F0U1BD3Y,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,combination,607cbf385d3202721e3f719f,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:44:48,2025-11-04 08:50:38,IP Address,100,350,True,2025-11-04 08:50:39,R_3qxecKOZ97Qr3Ri,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,63,74,60,73,67,79,71,87,43,79,72,81,3,control,629af8d19ec0e46b3623312c,70.75,65.66666666666667,67,73,77.33333333333333,"November 04, 2025"
2025-11-04 08:42:26,2025-11-04 08:50:39,IP Address,100,492,True,2025-11-04 08:50:39,R_3mUvzvTlLmCsBHB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,96,95,94,85,86,86,93,84,95,91,78,4,control,67505c42a18c872bab88ed42,89.75,95,87.66666666666667,88.33333333333333,88,"November 04, 2025"
2025-11-04 08:39:34,2025-11-04 08:50:42,IP Address,100,668,True,2025-11-04 08:50:43,R_5gkIaL6A874Mzlc,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,50,80,77,50,50,50,50,50,50,50,48,48,3,impressive,66f05e51545ecf68df96f480,54.416666666666664,69,50,50,48.666666666666664,"November 04, 2025"
2025-11-04 08:47:10,2025-11-04 08:50:42,IP Address,100,211,True,2025-11-04 08:50:43,R_1zyRsPwl47JFw7T,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,80,84,70,80,60,90,71,65,20,30,10,2,combination,66087779533f1a209a98e0d8,61.25,79.66666666666667,75.33333333333333,70,20,"November 04, 2025"
2025-11-04 08:42:36,2025-11-04 08:50:44,IP Address,100,487,True,2025-11-04 08:50:44,R_3Yz5qs5I0RBxwCR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,61,67,66,47,55,58,60,61,59,47,61,64,2,control,65fe94ba6224418236d68fa8,58.833333333333336,64.66666666666667,60,53.333333333333336,57.333333333333336,"November 04, 2025"
2025-11-04 08:46:50,2025-11-04 08:50:45,IP Address,100,234,True,2025-11-04 08:50:45,R_5kx6wojuZFTtwqt,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,93,98,96,85,89,92,83,84,89,16,70,27,4,impressive,5c376ea0eecc440001c58889,76.83333333333333,95.66666666666667,85.33333333333333,88.66666666666667,37.666666666666664,"November 04, 2025"
2025-11-04 08:48:24,2025-11-04 08:50:45,IP Address,100,141,True,2025-11-04 08:50:46,R_5kQl2apaayZ817b,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,50,50,50,50,50,50,25,40,30,5,control,65c1101b2b6edf21082420d5,57.916666666666664,100,50,50,31.666666666666668,"November 04, 2025"
2025-11-04 08:46:14,2025-11-04 08:50:46,IP Address,100,272,True,2025-11-04 08:50:46,R_5OiI6XcMPAepg41,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,82,100,75,5,combination,67d8b5e7ceb82869824198a2,96.41666666666667,100,100,100,85.66666666666667,"November 04, 2025"
2025-11-04 08:47:14,2025-11-04 08:50:47,IP Address,100,213,True,2025-11-04 08:50:48,R_6uPzhjknaRTz4HX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,97,90,100,90,70,33,50,100,50,5,control,6106fbbcd52909fe5cc2fc8e,81.66666666666667,100,64.33333333333333,95.66666666666667,66.66666666666667,"November 04, 2025"
2025-11-04 08:45:21,2025-11-04 08:50:53,IP Address,100,331,True,2025-11-04 08:50:53,R_54FTPA7qkXHeaTb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,98,98,98,99,100,99,98,98,98,98,97,5,combination,63fba62ad4d1fc9ced67eff4,98.08333333333333,97.33333333333333,98.33333333333333,99,97.66666666666667,"November 04, 2025"
2025-11-04 08:47:21,2025-11-04 08:50:57,IP Address,100,216,True,2025-11-04 08:50:58,R_1WvunKL7tHTFblD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,85,80,75,75,80,75,70,70,70,35,4,impressive,65f1c6926fd3e5fdb89e5313,74.16666666666667,86.66666666666667,75,76.66666666666667,58.333333333333336,"November 04, 2025"
2025-11-04 08:39:20,2025-11-04 08:51:05,IP Address,100,704,True,2025-11-04 08:51:06,R_5QX5EmlBavhH82t,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,99,99,99,100,92,94,100,100,92,5,impressive,667f8a768415858efef4a729,97.91666666666667,100,95.33333333333333,99,97.33333333333333,"November 04, 2025"
2025-11-04 08:47:45,2025-11-04 08:51:06,IP Address,100,200,True,2025-11-04 08:51:06,R_5Ok4BEvONNaGOeI,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,72,77,69,78,75,86,63,69,83,72,75,3,random,63f8ce09e792bf06684febec,74.08333333333333,73,72.66666666666667,74,76.66666666666667,"November 04, 2025"
2025-11-04 08:45:31,2025-11-04 08:51:07,IP Address,100,335,True,2025-11-04 08:51:07,R_1Xtn7LNOF8s8ASJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,92,89,84,86,87,96,84,82,60,85,58,4,control,664e1a71d20f44f2ffe39360,82.66666666666667,90,87.33333333333333,85.66666666666667,67.66666666666667,"November 04, 2025"
2025-11-04 08:47:33,2025-11-04 08:51:10,IP Address,100,217,True,2025-11-04 08:51:10,R_1XnFjuc3fxfZFYZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,93,95,89,50,56,47,35,33,32,54,50,52,4,impressive,5f4ee7ff2c5da213f015a27e,57.166666666666664,92.33333333333333,33.333333333333336,51,52,"November 04, 2025"
2025-11-04 08:46:07,2025-11-04 08:51:10,IP Address,100,302,True,2025-11-04 08:51:11,R_6mdUuUxRAMnRVZN,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,74,81,81,50,72,87,85,89,76,5,50,57,4,control,6273088a00cf446a9c9cd8f6,67.25,78.66666666666667,83.33333333333333,69.66666666666667,37.333333333333336,"November 04, 2025"
2025-11-04 08:46:28,2025-11-04 08:51:13,IP Address,100,285,True,2025-11-04 08:51:13,R_1MccFTw9q6n87ON,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,4,96,95,96,97,92,84,87,79,86,89,5,combination,5ddcd77f23f9f1c2c45d6c18,83.33333333333333,65,87.66666666666667,96,84.66666666666667,"November 04, 2025"
2025-11-04 08:46:28,2025-11-04 08:51:17,IP Address,100,289,True,2025-11-04 08:51:17,R_5mVlU8EJ6e0Xgyd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,7,7,7,5,4,7,0,7,2,0,2,2,1,random,608f2b2239ba31bad6a074f7,4.166666666666667,7,3,5.333333333333333,1.3333333333333333,"November 04, 2025"
2025-11-04 08:46:17,2025-11-04 08:51:27,IP Address,100,309,True,2025-11-04 08:51:27,R_5Hn8th5BjFwwdDj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,94,98,93,99,89,91,93,90,87,96,97,4,impressive,6290ebb13a126c60c9cb7d11,93.58333333333333,96,91.33333333333333,93.66666666666667,93.33333333333333,"November 04, 2025"
2025-11-04 08:44:15,2025-11-04 08:51:37,IP Address,100,441,True,2025-11-04 08:51:37,R_1to1mBlKBMTzZAx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,4,impressive,583ec287ad2f4300014b355a,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:44:10,2025-11-04 08:51:42,IP Address,100,452,True,2025-11-04 08:51:43,R_6NDYVJNkv7oVzXz,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,86,100,85,100,60,5,impressive,65de2dd9077f463fedd79272,94.25,100,95.33333333333333,100,81.66666666666667,"November 04, 2025"
2025-11-04 08:47:28,2025-11-04 08:51:44,IP Address,100,255,True,2025-11-04 08:51:45,R_5X6DtnBnGmDfUFJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,83,82,85,83,87,86,88,90,86,87,88,4,control,60ca4cfb5c287146cad0695a,85.58333333333333,82.33333333333333,88,85,87,"November 04, 2025"
2025-11-04 08:50:18,2025-11-04 08:51:53,IP Address,100,95,True,2025-11-04 08:51:54,R_38Nf23C0m8hLSoW,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,control,65b284df91ee570e25ba50a3,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:46:54,2025-11-04 08:51:53,IP Address,100,299,True,2025-11-04 08:51:54,R_5GxY2MmfUCfrDrR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,95,100,100,100,100,100,96,96,91,5,combination,677867dd92e5cc616ab5ffce,98.16666666666667,100,100,98.33333333333333,94.33333333333333,"November 04, 2025"
2025-11-04 08:48:58,2025-11-04 08:51:59,IP Address,100,180,True,2025-11-04 08:52:00,R_67PsiiWLJF7HQkN,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,69,13,47,26,65,65,66,59,34,35,59,37,2,combination,680d2d86e66d1e2a91357982,47.916666666666664,43,53,52,43.666666666666664,"November 04, 2025"
2025-11-04 08:46:58,2025-11-04 08:52:05,IP Address,100,307,True,2025-11-04 08:52:06,R_3FuIjJfkcAg8qop,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,80,89,87,92,88,76,88,96,79,79,70,4,impressive,66fd6acd36eb80a1ea468aed,83.83333333333333,83.66666666666667,86.66666666666667,89,76,"November 04, 2025"
2025-11-04 08:49:10,2025-11-04 08:52:13,IP Address,100,183,True,2025-11-04 08:52:14,R_5KSFmsfXbtbGdse,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,100,100,87,86,87,84,84,86,94,89,84,4,impressive,636170aa8140956fdb365473,89.58333333333333,98,84.66666666666667,86.66666666666667,89,"November 04, 2025"
2025-11-04 08:46:37,2025-11-04 08:52:14,IP Address,100,336,True,2025-11-04 08:52:14,R_1Ryj97s0p5qbCJw,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,93,91,95,95,100,95,95,95,75,95,75,3,control,64d5067b6cbee9de481d773b,91.16666666666667,91.33333333333333,95,96.66666666666667,81.66666666666667,"November 04, 2025"
2025-11-04 08:47:58,2025-11-04 08:52:14,IP Address,100,255,True,2025-11-04 08:52:15,R_1nJxRRmXy07eRkJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,73,74,72,78,72,35,38,43,70,45,65,3,combination,60fd6618f9a377f54dcdf318,62,75.33333333333333,38.666666666666664,74,60,"November 04, 2025"
2025-11-04 08:46:39,2025-11-04 08:52:16,IP Address,100,337,True,2025-11-04 08:52:17,R_3YG7aDVgt8K74VY,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,79,86,77,80,80,82,85,85,86,83,50,2,combination,65f2b68657e213cc7cb1ca54,79.33333333333333,81.33333333333333,84,79,73,"November 04, 2025"
2025-11-04 08:48:44,2025-11-04 08:52:19,IP Address,100,214,True,2025-11-04 08:52:19,R_62f8FOtpntutrr3,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,100,100,100,95,95,95,80,85,80,5,combination,6643a03cae7b7a08b496f4f3,92.91666666666667,95,95,100,81.66666666666667,"November 04, 2025"
2025-11-04 08:44:57,2025-11-04 08:52:22,IP Address,100,444,True,2025-11-04 08:52:23,R_1DVarpnjELhOmJP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,97,100,99,100,100,97,99,100,96,99,94,5,combination,5fc3d41149c0c8728f07b95b,98.25,98.33333333333333,98.66666666666667,99.66666666666667,96.33333333333333,"November 04, 2025"
2025-11-04 08:46:26,2025-11-04 08:52:25,IP Address,100,359,True,2025-11-04 08:52:26,R_5fefYqicsLeV5Gm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,0,0,0,50,50,50,50,50,50,40,40,50,2,random,646a2395c7c21c5772c607ab,35.833333333333336,0,50,50,43.333333333333336,"November 04, 2025"
2025-11-04 08:42:57,2025-11-04 08:52:26,IP Address,100,569,True,2025-11-04 08:52:27,R_7nPzkB78EypdLXR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,82,84,72,86,76,72,57,70,56,66,80,2,random,673e222bdb1a35935b3075f1,74.25,85.33333333333333,66.33333333333333,78,67.33333333333333,"November 04, 2025"
2025-11-04 08:49:40,2025-11-04 08:52:28,IP Address,100,168,True,2025-11-04 08:52:29,R_5JfKIeLM65qFJqs,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,78,76,70,99,91,74,78,32,73,68,67,69,3,control,66f3112a95dd87cfc72a7d31,72.91666666666667,74.66666666666667,61,88,68,"November 04, 2025"
2025-11-04 08:49:00,2025-11-04 08:52:30,IP Address,100,209,True,2025-11-04 08:52:30,R_1PRoiNJkUPV4TuA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,95,95,95,95,95,80,80,80,80,2,random,65ce518df2a1e2fa288b8b55,90,95,90,95,80,"November 04, 2025"
2025-11-04 08:49:21,2025-11-04 08:52:31,IP Address,100,190,True,2025-11-04 08:52:32,R_1J9sqtn2WPxdWIV,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5,combination,6510652e8c348ca500c8677c,100,100,100,100,100,"November 04, 2025"
2025-11-04 08:43:58,2025-11-04 08:52:38,IP Address,100,519,True,2025-11-04 08:52:38,R_1dheBKrrjxHU1Ks,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,95,98,90,100,100,100,90,85,50,4,impressive,609551c1ade88f8463666fb8,92.33333333333333,100,100,94.33333333333333,75,"November 04, 2025"
2025-11-04 08:47:17,2025-11-04 08:52:54,IP Address,100,337,True,2025-11-04 08:52:54,R_5CyvTzw3rStoAEW,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,80,81,80,70,100,50,50,60,85,60,4,impressive,664c4e829445321c23a8de52,74.66666666666667,86.66666666666667,66.66666666666667,77,68.33333333333333,"November 04, 2025"
2025-11-04 08:51:17,2025-11-04 08:53:02,IP Address,100,105,True,2025-11-04 08:53:03,R_78lsqwE2CC091kZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,81,76,76,78,74,76,72,75,77,78,73,77,3,random,678557116f825dad357b623c,76.08333333333333,77.66666666666667,74.66666666666667,76,76,"November 04, 2025"
