StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Attention,Competence_1,Intelligence_1,Qualification_1,Honesty_1,Ethic_1,Sincerity_1,Concern_1,Eagerness_1,Consideration_1,Feedback_1,Transparency_1,Attentiveness_1,Impressiveness,condition,PROLIFIC_PID
2025-11-04 08:41:11,2025-11-04 08:50:31,IP Address,100,560,True,2025-11-04 08:50:31,R_7yskArcbr04GHsb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,95,94,93,92,90,88,90,91,90,88,86,5 - Extremely impressive,combination,65c113a22ace1dacd58ce108
2025-11-04 08:46:56,2025-11-04 08:50:33,IP Address,100,217,True,2025-11-04 08:50:34,R_3EiAn65F0U1BD3Y,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,607cbf385d3202721e3f719f
2025-11-04 08:44:48,2025-11-04 08:50:38,IP Address,100,350,True,2025-11-04 08:50:39,R_3qxecKOZ97Qr3Ri,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,63,74,60,73,67,79,71,87,43,79,72,81,3 - Quite impressive,control,629af8d19ec0e46b3623312c
2025-11-04 08:42:26,2025-11-04 08:50:39,IP Address,100,492,True,2025-11-04 08:50:39,R_3mUvzvTlLmCsBHB,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,96,95,94,85,86,86,93,84,95,91,78,4 - Very impressive,control,67505c42a18c872bab88ed42
2025-11-04 08:39:34,2025-11-04 08:50:42,IP Address,100,668,True,2025-11-04 08:50:43,R_5gkIaL6A874Mzlc,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",50,80,77,50,50,50,50,50,50,50,48,48,3 - Quite impressive,impressive,66f05e51545ecf68df96f480
2025-11-04 08:47:10,2025-11-04 08:50:42,IP Address,100,211,True,2025-11-04 08:50:43,R_1zyRsPwl47JFw7T,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",75,80,84,70,80,60,90,71,65,20,30,10,2 - A bit impressive,combination,66087779533f1a209a98e0d8
2025-11-04 08:42:36,2025-11-04 08:50:44,IP Address,100,487,True,2025-11-04 08:50:44,R_3Yz5qs5I0RBxwCR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,61,67,66,47,55,58,60,61,59,47,61,64,2 - A bit impressive,control,65fe94ba6224418236d68fa8
2025-11-04 08:46:50,2025-11-04 08:50:45,IP Address,100,234,True,2025-11-04 08:50:45,R_5kx6wojuZFTtwqt,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,93,98,96,85,89,92,83,84,89,16,70,27,4 - Very impressive,impressive,5c376ea0eecc440001c58889
2025-11-04 08:48:24,2025-11-04 08:50:45,IP Address,100,141,True,2025-11-04 08:50:46,R_5kQl2apaayZ817b,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,50,50,50,50,50,50,25,40,30,5 - Extremely impressive,control,65c1101b2b6edf21082420d5
2025-11-04 08:46:14,2025-11-04 08:50:46,IP Address,100,272,True,2025-11-04 08:50:46,R_5OiI6XcMPAepg41,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,82,100,75,5 - Extremely impressive,combination,67d8b5e7ceb82869824198a2
2025-11-04 08:47:14,2025-11-04 08:50:47,IP Address,100,213,True,2025-11-04 08:50:48,R_6uPzhjknaRTz4HX,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,97,90,100,90,70,33,50,100,50,5 - Extremely impressive,control,6106fbbcd52909fe5cc2fc8e
2025-11-04 08:45:21,2025-11-04 08:50:53,IP Address,100,331,True,2025-11-04 08:50:53,R_54FTPA7qkXHeaTb,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,98,98,98,99,100,99,98,98,98,98,97,5 - Extremely impressive,combination,63fba62ad4d1fc9ced67eff4
2025-11-04 08:47:21,2025-11-04 08:50:57,IP Address,100,216,True,2025-11-04 08:50:58,R_1WvunKL7tHTFblD,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,90,85,80,75,75,80,75,70,70,70,35,4 - Very impressive,impressive,65f1c6926fd3e5fdb89e5313
2025-11-04 08:39:20,2025-11-04 08:51:05,IP Address,100,704,True,2025-11-04 08:51:06,R_5QX5EmlBavhH82t,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,99,99,99,100,92,94,100,100,92,5 - Extremely impressive,impressive,667f8a768415858efef4a729
2025-11-04 08:47:45,2025-11-04 08:51:06,IP Address,100,200,True,2025-11-04 08:51:06,R_5Ok4BEvONNaGOeI,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,70,72,77,69,78,75,86,63,69,83,72,75,3 - Quite impressive,random,63f8ce09e792bf06684febec
2025-11-04 08:45:31,2025-11-04 08:51:07,IP Address,100,335,True,2025-11-04 08:51:07,R_1Xtn7LNOF8s8ASJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,89,92,89,84,86,87,96,84,82,60,85,58,4 - Very impressive,control,664e1a71d20f44f2ffe39360
2025-11-04 08:47:33,2025-11-04 08:51:10,IP Address,100,217,True,2025-11-04 08:51:10,R_1XnFjuc3fxfZFYZ,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",93,95,89,50,56,47,35,33,32,54,50,52,4 - Very impressive,impressive,5f4ee7ff2c5da213f015a27e
2025-11-04 08:46:07,2025-11-04 08:51:10,IP Address,100,302,True,2025-11-04 08:51:11,R_6mdUuUxRAMnRVZN,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,74,81,81,50,72,87,85,89,76,5,50,57,4 - Very impressive,control,6273088a00cf446a9c9cd8f6
2025-11-04 08:46:28,2025-11-04 08:51:13,IP Address,100,285,True,2025-11-04 08:51:13,R_1MccFTw9q6n87ON,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,4,96,95,96,97,92,84,87,79,86,89,5 - Extremely impressive,combination,5ddcd77f23f9f1c2c45d6c18
2025-11-04 08:46:28,2025-11-04 08:51:17,IP Address,100,289,True,2025-11-04 08:51:17,R_5mVlU8EJ6e0Xgyd,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,7,7,7,5,4,7,0,7,2,0,2,2,1 - Not very impressive,random,608f2b2239ba31bad6a074f7
2025-11-04 08:46:17,2025-11-04 08:51:27,IP Address,100,309,True,2025-11-04 08:51:27,R_5Hn8th5BjFwwdDj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,94,98,93,99,89,91,93,90,87,96,97,4 - Very impressive,impressive,6290ebb13a126c60c9cb7d11
2025-11-04 08:46:20,2025-11-04 08:51:37,IP Address,100,317,True,2025-11-04 08:51:37,R_1GcRzN33ZBkchVW,anonymous,EN,I give my informed consent to participate in this study.,the box below,84,100,92,16,92,100,92,89,93,86,93,89,4 - Very impressive,impressive,65f0a43ed1d258cc4c97805d
2025-11-04 08:44:15,2025-11-04 08:51:37,IP Address,100,441,True,2025-11-04 08:51:37,R_1to1mBlKBMTzZAx,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,4 - Very impressive,impressive,583ec287ad2f4300014b355a
2025-11-04 08:44:10,2025-11-04 08:51:42,IP Address,100,452,True,2025-11-04 08:51:43,R_6NDYVJNkv7oVzXz,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,86,100,85,100,60,5 - Extremely impressive,impressive,65de2dd9077f463fedd79272
2025-11-04 08:47:28,2025-11-04 08:51:44,IP Address,100,255,True,2025-11-04 08:51:45,R_5X6DtnBnGmDfUFJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,83,82,85,83,87,86,88,90,86,87,88,4 - Very impressive,control,60ca4cfb5c287146cad0695a
2025-11-04 08:50:18,2025-11-04 08:51:53,IP Address,100,95,True,2025-11-04 08:51:54,R_38Nf23C0m8hLSoW,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,control,65b284df91ee570e25ba50a3
2025-11-04 08:46:54,2025-11-04 08:51:53,IP Address,100,299,True,2025-11-04 08:51:54,R_5GxY2MmfUCfrDrR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,95,100,100,100,100,100,96,96,91,5 - Extremely impressive,combination,677867dd92e5cc616ab5ffce
2025-11-04 08:48:58,2025-11-04 08:51:59,IP Address,100,180,True,2025-11-04 08:52:00,R_67PsiiWLJF7HQkN,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,69,13,47,26,65,65,66,59,34,35,59,37,2 - A bit impressive,combination,680d2d86e66d1e2a91357982
2025-11-04 08:46:58,2025-11-04 08:52:05,IP Address,100,307,True,2025-11-04 08:52:06,R_3FuIjJfkcAg8qop,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,82,80,89,87,92,88,76,88,96,79,79,70,4 - Very impressive,impressive,66fd6acd36eb80a1ea468aed
2025-11-04 08:49:10,2025-11-04 08:52:13,IP Address,100,183,True,2025-11-04 08:52:14,R_5KSFmsfXbtbGdse,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,100,100,87,86,87,84,84,86,94,89,84,4 - Very impressive,impressive,636170aa8140956fdb365473
2025-11-04 08:46:37,2025-11-04 08:52:14,IP Address,100,336,True,2025-11-04 08:52:14,R_1Ryj97s0p5qbCJw,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,93,91,95,95,100,95,95,95,75,95,75,3 - Quite impressive,control,64d5067b6cbee9de481d773b
2025-11-04 08:47:58,2025-11-04 08:52:14,IP Address,100,255,True,2025-11-04 08:52:15,R_1nJxRRmXy07eRkJ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,73,74,72,78,72,35,38,43,70,45,65,3 - Quite impressive,combination,60fd6618f9a377f54dcdf318
2025-11-04 08:46:39,2025-11-04 08:52:16,IP Address,100,337,True,2025-11-04 08:52:17,R_3YG7aDVgt8K74VY,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,79,79,86,77,80,80,82,85,85,86,83,50,2 - A bit impressive,combination,65f2b68657e213cc7cb1ca54
2025-11-04 08:48:44,2025-11-04 08:52:19,IP Address,100,214,True,2025-11-04 08:52:19,R_62f8FOtpntutrr3,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,100,100,100,95,95,95,80,85,80,5 - Extremely impressive,combination,6643a03cae7b7a08b496f4f3
2025-11-04 08:44:57,2025-11-04 08:52:22,IP Address,100,444,True,2025-11-04 08:52:23,R_1DVarpnjELhOmJP,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,98,97,100,99,100,100,97,99,100,96,99,94,5 - Extremely impressive,combination,5fc3d41149c0c8728f07b95b
2025-11-04 08:46:26,2025-11-04 08:52:25,IP Address,100,359,True,2025-11-04 08:52:26,R_5fefYqicsLeV5Gm,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,0,0,0,50,50,50,50,50,50,40,40,50,2 - A bit impressive,random,646a2395c7c21c5772c607ab
2025-11-04 08:42:57,2025-11-04 08:52:26,IP Address,100,569,True,2025-11-04 08:52:27,R_7nPzkB78EypdLXR,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,82,84,72,86,76,72,57,70,56,66,80,2 - A bit impressive,random,673e222bdb1a35935b3075f1
2025-11-04 08:49:40,2025-11-04 08:52:28,IP Address,100,168,True,2025-11-04 08:52:29,R_5JfKIeLM65qFJqs,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,78,76,70,99,91,74,78,32,73,68,67,69,3 - Quite impressive,control,66f3112a95dd87cfc72a7d31
2025-11-04 08:49:00,2025-11-04 08:52:30,IP Address,100,209,True,2025-11-04 08:52:30,R_1PRoiNJkUPV4TuA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,95,95,95,95,95,80,80,80,80,2 - A bit impressive,random,65ce518df2a1e2fa288b8b55
2025-11-04 08:49:21,2025-11-04 08:52:31,IP Address,100,190,True,2025-11-04 08:52:32,R_1J9sqtn2WPxdWIV,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,6510652e8c348ca500c8677c
2025-11-04 08:43:58,2025-11-04 08:52:38,IP Address,100,519,True,2025-11-04 08:52:38,R_1dheBKrrjxHU1Ks,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,95,98,90,100,100,100,90,85,50,4 - Very impressive,impressive,609551c1ade88f8463666fb8
2025-11-04 08:47:17,2025-11-04 08:52:54,IP Address,100,337,True,2025-11-04 08:52:54,R_5CyvTzw3rStoAEW,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,80,81,80,70,100,50,50,60,85,60,4 - Very impressive,impressive,664c4e829445321c23a8de52
2025-11-04 08:51:17,2025-11-04 08:53:02,IP Address,100,105,True,2025-11-04 08:53:03,R_78lsqwE2CC091kZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,81,76,76,78,74,76,72,75,77,78,73,77,3 - Quite impressive,random,678557116f825dad357b623c
2025-11-04 08:50:26,2025-11-04 08:53:11,IP Address,100,164,True,2025-11-04 08:53:11,R_6RslWngcXVdAlO0,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,55,55,50,40,46,39,50,55,66,50,36,40,2 - A bit impressive,combination,5ac440da9534ba0001c736da
2025-11-04 08:51:12,2025-11-04 08:53:21,IP Address,100,129,True,2025-11-04 08:53:22,R_30ND2BRnjZ2ifps,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,89,90,91,90,91,82,85,85,92,86,4 - Very impressive,impressive,5bef41fa54277d000114d6ad
2025-11-04 08:48:26,2025-11-04 08:53:21,IP Address,100,295,True,2025-11-04 08:53:22,R_6kGNoOLUuIcMWRc,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,92,80,85,85,87,85,80,75,70,85,70,4 - Very impressive,impressive,58effc65c31d4d00015aa5b9
2025-11-04 08:49:09,2025-11-04 08:53:29,IP Address,100,259,True,2025-11-04 08:53:30,R_5MYb8obLH1vvDDu,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,94,95,94,100,97,100,96,96,85,82,82,5 - Extremely impressive,control,657b111e0f834cfa496bd068
2025-11-04 08:49:25,2025-11-04 08:53:31,IP Address,100,245,True,2025-11-04 08:53:32,R_3v1tPQLmvu3ZYBT,anonymous,EN,I give my informed consent to participate in this study.," i pay attention",92,92,92,90,90,90,80,60,51,50,81,40,3 - Quite impressive,random,653b00b25d4734b333b03fc9
2025-11-04 08:52:21,2025-11-04 08:53:34,IP Address,100,73,True,2025-11-04 08:53:34,R_1sddW8AipoH78Vy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,69,77,83,20,18,18,85,80,81,80,70,83,4 - Very impressive,impressive,66ec5904d71fbac55031aaf5
2025-11-04 08:52:24,2025-11-04 08:53:40,IP Address,100,75,True,2025-11-04 08:53:41,R_6kZ9OZ6amnkDS7P,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",72,77,79,75,83,54,92,88,73,29,72,63,3 - Quite impressive,random,62cf6b6df766eafbd3f5a176
2025-11-04 08:49:20,2025-11-04 08:53:43,IP Address,100,262,True,2025-11-04 08:53:43,R_7XaZW1CcPaVo6sA,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,100,100,70,50,60,100,100,100,50,70,75,5 - Extremely impressive,combination,67ec7012f63d646fa7f33bbf
2025-11-04 08:47:40,2025-11-04 08:53:43,IP Address,100,363,True,2025-11-04 08:53:44,R_5QLlr3HdujdVxfz,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,83,87,49,50,52,49,50,38,2,74,1,4 - Very impressive,impressive,67b795fcea3a1dba350ab9b4
2025-11-04 08:50:50,2025-11-04 08:53:49,IP Address,100,179,True,2025-11-04 08:53:50,R_5N3vKrddbgli8a5,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,64,72,51,42,45,59,66,71,57,26,36,28,4 - Very impressive,impressive,66927596325885c57058e460
2025-11-04 08:49:07,2025-11-04 08:53:54,IP Address,100,286,True,2025-11-04 08:53:55,R_53UCPNpC2R5rKG8,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,99,99,99,98,98,98,92,91,90,92,96,95,4 - Very impressive,impressive,66293cc1dcfaa310dd0f711b
2025-11-04 08:47:50,2025-11-04 08:53:59,IP Address,100,369,True,2025-11-04 08:54:00,R_7dXG1kIU8KGaFB9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,94,86,93,79,77,82,95,87,90,86,87,50,4 - Very impressive,impressive,5622e62bed6e5a0011c807b3
2025-11-04 08:43:43,2025-11-04 08:54:10,IP Address,100,627,True,2025-11-04 08:54:10,R_3jeNVystJl4zzbj,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,90,85,85,85,90,100,90,90,90,90,4 - Very impressive,combination,66318eecf4b2dd2836d910d8
2025-11-04 08:49:37,2025-11-04 08:54:10,IP Address,100,272,True,2025-11-04 08:54:12,R_50eojTom569GZI9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,91,92,82,97,92,91,100,94,100,92,95,3 - Quite impressive,random,67f1b8abe144ffdfc27d371a
2025-11-04 08:51:08,2025-11-04 08:54:14,IP Address,100,185,True,2025-11-04 08:54:14,R_6zYioF3D9UBOx5P,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,72,82,64,57,60,70,26,31,41,31,40,68,2 - A bit impressive,random,5d16ea1a6be726001a39cab2
2025-11-04 08:38:55,2025-11-04 08:54:15,IP Address,100,920,True,2025-11-04 08:54:15,R_3aXgYRCUGcmNSbr,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,90,90,95,90,85,95,95,80,85,100,100,70,4 - Very impressive,impressive,5fdfb7d6e1442280fc095a66
2025-11-04 08:36:46,2025-11-04 08:54:16,IP Address,100,1050,True,2025-11-04 08:54:16,R_7DNxmmZg6iKmEpC,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,98,98,100,100,100,100,100,100,100,100,100,4 - Very impressive,combination,67f015260f679212b3c34caa
2025-11-04 08:41:16,2025-11-04 08:54:17,IP Address,100,781,True,2025-11-04 08:54:17,R_7P5jLqxXbYA0jMe,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,84,90,92,89,93,91,91,92,93,87,90,89,5 - Extremely impressive,impressive,5c3272172f0f3500010284c0
2025-11-04 08:50:46,2025-11-04 08:54:21,IP Address,100,215,True,2025-11-04 08:54:21,R_18HFvuTqLLjt6Z4,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,92,93,94,89,89,90,94,88,92,66,85,74,5 - Extremely impressive,combination,5b06d013732c5d000154dbf8
2025-11-04 08:45:34,2025-11-04 08:54:22,IP Address,100,527,True,2025-11-04 08:54:22,R_1P6qLMPfohw8M6O,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,92,4 - Very impressive,combination,657907698463fd17efdc81b7
2025-11-04 08:52:10,2025-11-04 08:54:24,IP Address,100,134,True,2025-11-04 08:54:25,R_1QFx3mIYhwXsN6l,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",78,67,68,80,73,80,70,100,73,50,73,62,2 - A bit impressive,random,6702d07bac1f67f966c87e8f
2025-11-04 08:52:00,2025-11-04 08:54:30,IP Address,100,149,True,2025-11-04 08:54:30,R_1afZXyQiQQtMhgu,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,100,100,95,100,100,100,100,100,90,89,32,4 - Very impressive,combination,67104774a27cafe02964514d
2025-11-04 08:48:04,2025-11-04 08:54:34,IP Address,100,389,True,2025-11-04 08:54:34,R_7xB4G5bGyWsp9G9,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,96,91,76,89,100,97,77,84,56,90,50,3 - Quite impressive,control,65c118f1cd19001157ace3a0
2025-11-04 08:50:28,2025-11-04 08:54:44,IP Address,100,256,True,2025-11-04 08:54:44,R_5L1QKfBNswJwHvN,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,25,50,30,30,30,30,35,30,30,40,35,30,1 - Not very impressive,random,67ad400f3989d013fbbdc466
2025-11-04 08:50:53,2025-11-04 08:54:49,IP Address,100,235,True,2025-11-04 08:54:50,R_5dsoJqSDqeQ7wbv,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,91,90,90,90,94,90,100,100,100,77,94,82,4 - Very impressive,combination,67ad527903e97e64b970b945
2025-11-04 08:51:59,2025-11-04 08:54:53,IP Address,100,174,True,2025-11-04 08:54:54,R_6uCLitcxPch2r4o,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,96,97,99,97,96,77,88,77,74,88,86,87,5 - Extremely impressive,impressive,5e0e14d3ecb3ea56d7be5995
2025-11-04 08:50:49,2025-11-04 08:54:54,IP Address,100,245,True,2025-11-04 08:54:54,R_69jLOBoPTqoLxsZ,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,100,80,90,100,100,75,75,85,100,100,80,4 - Very impressive,combination,5591cd21fdf99b63126f6c60
2025-11-04 08:52:12,2025-11-04 08:54:57,IP Address,100,165,True,2025-11-04 08:54:58,R_5giOaNTQ8V0rPgk,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",42,46,41,38,36,40,44,44,45,41,45,45,2 - A bit impressive,random,5b21c4ab31d0080001b9f55e
2025-11-04 08:52:28,2025-11-04 08:55:04,IP Address,100,156,True,2025-11-04 08:55:05,R_5vRnYOlpf7mJzI5,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",37,29,27,18,32,30,41,35,27,16,34,13,1 - Not very impressive,combination,67a4dec06f2d8a670d5ed2fb
2025-11-04 08:50:51,2025-11-04 08:55:05,IP Address,100,254,True,2025-11-04 08:55:05,R_6tZfdWQSkRm8YBH,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,88,100,94,100,100,94,98,97,94,100,100,94,4 - Very impressive,impressive,60e5cb4ca01a593fce9a379d
2025-11-04 08:50:42,2025-11-04 08:55:10,IP Address,100,268,True,2025-11-04 08:55:11,R_5a92a2YUJksn6bt,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,85,95,80,80,75,90,85,85,60,70,60,4 - Very impressive,combination,5a4bf09053a4560001ba0ebf
2025-11-04 08:52:56,2025-11-04 08:55:11,IP Address,100,135,True,2025-11-04 08:55:11,R_7l7SUTqO2MXbmql,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,79,92,77,72,80,77,77,75,68,75,60,5 - Extremely impressive,impressive,6751acc5dc78128951a34f1f
2025-11-04 08:54:03,2025-11-04 08:55:31,IP Address,100,88,True,2025-11-04 08:55:32,R_7UaBLXsLsX6yqJi,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,72,87,69,77,79,79,86,69,74,87,65,80,3 - Quite impressive,random,5910a5f8748d450001ba3a67
2025-11-04 08:50:44,2025-11-04 08:55:36,IP Address,100,291,True,2025-11-04 08:55:36,R_52YtAkj9bL0PORH,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",90,90,90,50,50,50,70,70,50,50,80,50,4 - Very impressive,impressive,6684b71a5615b7da8e59ce56
2025-11-04 08:52:54,2025-11-04 08:55:37,IP Address,100,162,True,2025-11-04 08:55:37,R_5IFOZhKMZh5Ia1r,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,26,55,66,86,88,27,25,22,23,27,18,19,2 - A bit impressive,combination,656895b98a551bd79eb47d0c
2025-11-04 08:52:18,2025-11-04 08:55:37,IP Address,100,198,True,2025-11-04 08:55:38,R_7ma70TNheqQVVPg,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,75,75,86,50,50,58,85,94,50,78,73,60,3 - Quite impressive,control,6784707867e6488ef06f833d
2025-11-04 08:51:08,2025-11-04 08:55:39,IP Address,100,270,True,2025-11-04 08:55:40,R_7Ezis8tSozfLL8B,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,95,96,96,80,100,80,5 - Extremely impressive,impressive,59d8ae913e5ea00001e1d05f
2025-11-04 08:49:50,2025-11-04 08:55:40,IP Address,100,350,True,2025-11-04 08:55:41,R_5Eg8iq9wvDOZe0d,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,61,71,74,41,56,61,70,71,63,43,46,46,2 - A bit impressive,combination,66046f7689c4f0da055f17c5
2025-11-04 08:51:18,2025-11-04 08:55:46,IP Address,100,268,True,2025-11-04 08:55:46,R_5NQIkHwcZIObxhG,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,80,100,80,75,80,80,100,100,100,100,100,100,4 - Very impressive,control,6510b799ca6f903d2d4c2d2c
2025-11-04 08:50:59,2025-11-04 08:56:12,IP Address,100,312,True,2025-11-04 08:56:12,R_5M3V0RS3kHLdjjG,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,93,90,87,92,89,96,83,89,86,87,91,87,4 - Very impressive,combination,67f3c75aa0c8aab58399018d
2025-11-04 08:51:27,2025-11-04 08:56:20,IP Address,100,292,True,2025-11-04 08:56:21,R_1X07mLOGhlJ63io,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,control,64d5051ea81ec868d6dbd0ee
2025-11-04 08:50:02,2025-11-04 08:56:29,IP Address,100,387,True,2025-11-04 08:56:30,R_5IQZjIE1K8eLrvf,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,86,81,95,71,78,96,93,93,92,75,74,41,5 - Extremely impressive,impressive,628f9cfbee6de7cc7322fecf
2025-11-04 08:54:06,2025-11-04 08:56:42,IP Address,100,155,True,2025-11-04 08:56:42,R_3gvxf0tGpbdSoWy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,100,100,100,100,100,100,100,100,100,5 - Extremely impressive,combination,60c22f34978b2e9f7b33a186
2025-11-04 08:53:15,2025-11-04 08:56:47,IP Address,100,212,True,2025-11-04 08:56:48,R_5lJgQM7Dq8fB3O1,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,85,85,85,90,95,90,95,95,95,90,95,85,5 - Extremely impressive,combination,5b78bb52fb8ddb00010e3d87
2025-11-04 08:53:52,2025-11-04 08:56:53,IP Address,100,180,True,2025-11-04 08:56:53,R_1Hp5YMs6WwWQ9Cy,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,83,89,85,70,78,79,93,83,80,42,70,69,3 - Quite impressive,impressive,645179915e31c1aeb3dc8129
2025-11-04 08:52:09,2025-11-04 08:56:56,IP Address,100,287,True,2025-11-04 08:56:56,R_1K3ko1U3VDk1bP9,anonymous,EN,I give my informed consent to participate in this study.,"I pay attention ",85,93,98,84,84,91,88,74,74,72,72,82,4 - Very impressive,impressive,681267c047bec208f12b7cca
2025-11-04 08:54:34,2025-11-04 08:57:05,IP Address,100,151,True,2025-11-04 08:57:06,R_67TIEhNslA76dao,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,100,100,100,83,88,86,89,90,86,86,88,87,4 - Very impressive,combination,600db78b56935a5dd8c759b3
2025-11-04 08:52:37,2025-11-04 08:57:12,IP Address,100,274,True,2025-11-04 08:57:12,R_6TzAZYLhLAabYm8,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,99,99,99,90,90,90,85,85,80,70,90,80,4 - Very impressive,control,668bf43d364922a38a908913
2025-11-04 08:42:10,2025-11-04 08:57:12,IP Address,100,901,True,2025-11-04 08:57:12,R_5Mn6F3yZoUSdo88,anonymous,EN,I give my informed consent to participate in this study.,I pay attention,95,95,95,11,9,7,94,92,94,78,84,85,5 - Extremely impressive,combination,65c11f6098be0f40918869d2
